release_date,movie,genres,vote_count,num_votes,vote_average,popularity,average_rating,domestic_box_office,production_budget,rio_percentage,opening_weekend_box_office,multiplier,max_theatre_count,distributor,primary_name,primary_profession
2015-05-01,a better life,"drama,romance",1,14602,10.0,0.6,7.2,1759252,10000000,17,62087,28.3,216,Summit En…,Roger L. Simon,"writer,director"
2011-06-03,beautiful boy,drama,47,6058,6.0,5.9,6.6,7634767,25000000,30,218888,34.9,1052,Amazon St…,Shawn Ku,"producer,director,writer"
2011-06-03,beautiful boy,drama,47,6058,6.0,5.9,6.6,77247,25000000,0,16162,4.8,8,Anchor Ba…,Shawn Ku,"producer,director,writer"
2018-10-12,beautiful boy,drama,500,6058,7.6,17.4,6.6,7634767,25000000,30,218888,34.9,1052,Amazon St…,Shawn Ku,"producer,director,writer"
2018-10-12,beautiful boy,drama,500,6058,7.6,17.4,6.6,77247,25000000,0,16162,4.8,8,Anchor Ba…,Shawn Ku,"producer,director,writer"
2011-11-18,another happy day,"comedy,drama",60,3793,6.1,5.5,6.0,9120,4000000,0,9120,1.0,2,Phase 4 F…,Sam Levinson,"writer,actor,director"
2011-06-28,transformers dark of the moon,"action,adventure,sci-fi",4961,366409,6.1,5.3,6.2,352390543,195000000,180,97852865,3.6,4107,Paramount…,Ehren Kruger,"writer,producer,executive"
2011-06-18,lfe happens,comedy,91,7229,5.3,5.3,5.6,30905,930000,3,20186,1.5,16,PMK*BNC,Kat Coiro,"actress,director,producer"
2011-09-09,creature,horror,23,2723,4.1,5.1,3.7,508714,3000000,16,327000,1.6,1507,The Bubbl…,Tracy Morse,"writer,actor,director"
2011-12-23,in the land of blood and honey,"drama,romance,war",83,32776,6.1,5.1,4.4,303877,13000000,2,18854,16.1,18,FilmDistrict,Angelina Jolie,"actress,producer,director"
2011-10-30,october baby,drama,56,6903,6.8,4.8,6.8,5355847,1000000,535,34038,157.3,398,Five & Tw…,Jon Erwin,"director,producer,writer"
2011-09-27,inside out,"crime,drama",18,1566,4.4,4.8,4.6,356461711,175000000,203,90440272,3.9,4158,Walt Disney,Dylan Schaffer,writer
2015-06-19,inside out,"crime,drama",12691,1566,8.0,24.8,4.6,356461711,175000000,203,90440272,3.9,4158,Walt Disney,Dylan Schaffer,writer
2011-08-26,higher ground,drama,21,2869,5.9,4.5,6.3,841056,1800000,46,21495,39.1,81,Mongrel M…,Tim Metcalfe,"writer,producer,director"
2011-07-29,the future,"drama,fantasy,romance",38,7648,5.8,3.8,6.2,568662,1000000,56,27137,21.0,31,Roadside …,Miranda July,"writer,actress,director"
2013-09-06,the future,"drama,fantasy,romance",11,7648,5.8,2.3,6.2,568662,1000000,56,27137,21.0,31,Roadside …,Miranda July,"writer,actress,director"
2011-07-15,venom,thriller,6,162,4.3,2.8,3.0,213511408,116000000,184,80255756,2.7,4250,Sony Pict…,Joan Canning Boris,writer
2018-10-05,venom,thriller,6206,162,6.6,44.0,3.0,213511408,116000000,184,80255756,2.7,4250,Sony Pict…,Joan Canning Boris,writer
2011-05-13,go for it,"drama,musical",10,1072,6.0,2.4,3.9,180237,2450000,7,119714,1.5,218,Lionsgate,Carmen Marron,"director,writer,producer"
2011-02-25,the grace card,drama,18,2488,6.5,2.1,6.6,2430735,200000,1215,1010299,2.4,352,Samuel Go…,Howard Klausner,"writer,producer,director"
2011-04-28,fast five,"action,crime,thriller",4294,329892,7.2,2.1,7.3,210031325,125000000,168,86198765,2.4,3793,Universal,Chris Morgan,"writer,producer,miscellaneous"
2011-01-18,black panther,"action,adventure,sci-fi",11,516148,5.1,2.1,7.3,700059566,200000000,350,202003951,3.5,4084,Walt Disney,Jack Kirby,"writer,animation_department,miscellaneous"
2018-02-16,black panther,"action,adventure,sci-fi",12365,516148,7.4,44.1,7.3,700059566,200000000,350,202003951,3.5,4084,Walt Disney,Jack Kirby,"writer,animation_department,miscellaneous"
2011-03-10,the family,"horror,thriller",5,833,3.4,2.0,5.0,36918811,30000000,123,14034764,2.6,3091,Relativity,Joe Hollow,"producer,actor,writer"
2013-09-13,the family,"horror,thriller",1647,833,6.2,11.6,5.0,36918811,30000000,123,14034764,2.6,3091,Relativity,Joe Hollow,"producer,actor,writer"
2017-10-18,the family,"horror,thriller",3,833,6.3,1.1,5.0,36918811,30000000,123,14034764,2.6,3091,Relativity,Joe Hollow,"producer,actor,writer"
2011-12-26,newlyweds,"comedy,drama",7,1436,5.4,2.0,6.4,4584,9000,50,4584,1.0,1,TriBeca F…,Edward Burns,"actor,writer,producer"
2011-11-11,home,horror,11,6536,5.4,1.8,4.8,177397510,130000000,136,52107731,3.4,3801,20th Cent…,Nicholas McCarthy,"director,writer,soundtrack"
2011-11-11,home,drama,11,8,5.4,1.8,8.0,177397510,130000000,136,52107731,3.4,3801,20th Cent…,Daniel Maldonado,"director,producer,writer"
2011-11-11,home,"adventure,animation,comedy",11,85831,5.4,1.8,6.6,177397510,130000000,136,52107731,3.4,3801,20th Cent…,Tom J. Astle,"writer,producer,miscellaneous"
2013-11-22,home,horror,2,6536,7.0,0.8,4.8,177397510,130000000,136,52107731,3.4,3801,20th Cent…,Nicholas McCarthy,"director,writer,soundtrack"
2013-11-22,home,drama,2,8,7.0,0.8,8.0,177397510,130000000,136,52107731,3.4,3801,20th Cent…,Daniel Maldonado,"director,producer,writer"
2013-11-22,home,"adventure,animation,comedy",2,85831,7.0,0.8,6.6,177397510,130000000,136,52107731,3.4,3801,20th Cent…,Tom J. Astle,"writer,producer,miscellaneous"
2015-03-27,home,horror,2372,6536,6.8,12.8,4.8,177397510,130000000,136,52107731,3.4,3801,20th Cent…,Nicholas McCarthy,"director,writer,soundtrack"
2015-03-27,home,drama,2372,8,6.8,12.8,8.0,177397510,130000000,136,52107731,3.4,3801,20th Cent…,Daniel Maldonado,"director,producer,writer"
2015-03-27,home,"adventure,animation,comedy",2372,85831,6.8,12.8,6.6,177397510,130000000,136,52107731,3.4,3801,20th Cent…,Tom J. Astle,"writer,producer,miscellaneous"
2015-09-15,home,horror,1,6536,8.5,0.6,4.8,177397510,130000000,136,52107731,3.4,3801,20th Cent…,Nicholas McCarthy,"director,writer,soundtrack"
2015-09-15,home,drama,1,8,8.5,0.6,8.0,177397510,130000000,136,52107731,3.4,3801,20th Cent…,Daniel Maldonado,"director,producer,writer"
2015-09-15,home,"adventure,animation,comedy",1,85831,8.5,0.6,6.6,177397510,130000000,136,52107731,3.4,3801,20th Cent…,Tom J. Astle,"writer,producer,miscellaneous"
2016-08-01,home,horror,1,6536,7.0,0.7,4.8,177397510,130000000,136,52107731,3.4,3801,20th Cent…,Nicholas McCarthy,"director,writer,soundtrack"
2016-08-01,home,drama,1,8,7.0,0.7,8.0,177397510,130000000,136,52107731,3.4,3801,20th Cent…,Daniel Maldonado,"director,producer,writer"
2016-08-01,home,"adventure,animation,comedy",1,85831,7.0,0.7,6.6,177397510,130000000,136,52107731,3.4,3801,20th Cent…,Tom J. Astle,"writer,producer,miscellaneous"
2016-03-01,home,horror,14,6536,4.7,0.6,4.8,177397510,130000000,136,52107731,3.4,3801,20th Cent…,Nicholas McCarthy,"director,writer,soundtrack"
2016-03-01,home,drama,14,8,4.7,0.6,8.0,177397510,130000000,136,52107731,3.4,3801,20th Cent…,Daniel Maldonado,"director,producer,writer"
2016-03-01,home,"adventure,animation,comedy",14,85831,4.7,0.6,6.6,177397510,130000000,136,52107731,3.4,3801,20th Cent…,Tom J. Astle,"writer,producer,miscellaneous"
2016-03-17,home,horror,2,6536,4.5,0.6,4.8,177397510,130000000,136,52107731,3.4,3801,20th Cent…,Nicholas McCarthy,"director,writer,soundtrack"
2016-03-17,home,drama,2,8,4.5,0.6,8.0,177397510,130000000,136,52107731,3.4,3801,20th Cent…,Daniel Maldonado,"director,producer,writer"
2016-03-17,home,"adventure,animation,comedy",2,85831,4.5,0.6,6.6,177397510,130000000,136,52107731,3.4,3801,20th Cent…,Tom J. Astle,"writer,producer,miscellaneous"
2017-04-30,home,horror,1,6536,4.0,0.6,4.8,177397510,130000000,136,52107731,3.4,3801,20th Cent…,Nicholas McCarthy,"director,writer,soundtrack"
2017-04-30,home,drama,1,8,4.0,0.6,8.0,177397510,130000000,136,52107731,3.4,3801,20th Cent…,Daniel Maldonado,"director,producer,writer"
2017-04-30,home,"adventure,animation,comedy",1,85831,4.0,0.6,6.6,177397510,130000000,136,52107731,3.4,3801,20th Cent…,Tom J. Astle,"writer,producer,miscellaneous"
2011-03-27,raymond did it,horror,8,211,3.7,1.7,3.3,3632,40000,9,3192,1.1,1,Plastic A…,Travis Legge,"editor,writer,director"
2011-08-09,spy,"action,crime,drama",1,78,7.0,1.4,6.6,110825712,65000000,170,29085719,3.8,3715,20th Cent…,Charles Messina,"writer,producer,director"
2015-06-05,spy,"action,crime,drama",3917,78,6.8,12.5,6.6,110825712,65000000,170,29085719,3.8,3715,20th Cent…,Charles Messina,"writer,producer,director"
2011-04-11,the last godfather,"comedy,crime,romance",9,1071,4.9,1.4,3.7,164247,13400000,1,101779,1.6,58,Roadside …,Hyung-rae Shim,"actor,director,producer"
2011-08-26,redemption road,drama,6,479,4.7,1.1,5.8,29384,2300000,1,19152,1.5,26,Freestyle…,Morgan Simpson,"actor,writer,producer"
2011-04-14,the forest,"horror,thriller",1,135,2.5,1.1,3.5,26594261,10000000,265,12741176,2.1,2509,Focus / G…,Shan Serafin,"director,writer,producer"
2016-01-08,the forest,"horror,thriller",957,135,5.0,10.1,3.5,26594261,10000000,265,12741176,2.1,2509,Focus / G…,Shan Serafin,"director,writer,producer"
2016-03-09,the forest,"horror,thriller",15,135,5.9,1.3,3.5,26594261,10000000,265,12741176,2.1,2509,Focus / G…,Shan Serafin,"director,writer,producer"
2011-02-11,mooz-lum,"drama,family",5,970,4.7,1.1,6.8,362239,1500000,24,139832,2.6,25,Peace Fil…,Qasim Basir,"writer,director,editor"
2011-08-19,amigo,"drama,war",4,514,4.8,0.8,5.9,184705,1500000,12,37324,4.9,10,Variance …,John Sayles,"writer,actor,director"
2011-12-07,nerve,"action,adventure,crime",1,102782,10.0,0.6,6.5,38583626,20000000,192,9445456,4.1,2538,Lionsgate,Jessica Sharzer,"producer,writer,editor"
2016-07-27,nerve,"action,adventure,crime",4590,102782,7.1,14.5,6.5,38583626,20000000,192,9445456,4.1,2538,Lionsgate,Jessica Sharzer,"producer,writer,editor"
2011-10-31,plush,"drama,music,thriller",1,3462,7.5,0.6,5.4,3080,2000000,0,2843,1.1,10,IM Global…,Catherine Hardwicke,"director,production_designer,producer"
2013-09-13,plush,"drama,music,thriller",64,3462,5.7,6.1,5.4,3080,2000000,0,2843,1.1,10,IM Global…,Catherine Hardwicke,"director,production_designer,producer"
2011-04-10,vacation,"adventure,comedy",1,87582,7.0,0.6,6.1,58884188,31000000,189,14681108,4.0,3430,Warner Bros.,John Hughes,"writer,producer,director"
2011-04-10,vacation,"comedy,crime",1,116,7.0,0.6,5.4,58884188,31000000,189,14681108,4.0,3430,Warner Bros.,Zach Clark,"editor,writer,director"
2011-05-13,vacation,"adventure,comedy",1,87582,5.0,0.6,6.1,58884188,31000000,189,14681108,4.0,3430,Warner Bros.,John Hughes,"writer,producer,director"
2011-05-13,vacation,"comedy,crime",1,116,5.0,0.6,5.4,58884188,31000000,189,14681108,4.0,3430,Warner Bros.,Zach Clark,"editor,writer,director"
2015-07-29,vacation,"adventure,comedy",1934,87582,6.2,14.2,6.1,58884188,31000000,189,14681108,4.0,3430,Warner Bros.,John Hughes,"writer,producer,director"
2015-07-29,vacation,"comedy,crime",1934,116,6.2,14.2,5.4,58884188,31000000,189,14681108,4.0,3430,Warner Bros.,Zach Clark,"editor,writer,director"
2011-01-01,the d train,"comedy,drama",2,10066,6.0,0.6,5.0,669688,3000000,22,447661,1.5,1009,IFC Films,Jarrad Paul,"actor,writer,producer"
2015-05-08,the d train,"comedy,drama",125,10066,4.6,6.5,5.0,669688,3000000,22,447661,1.5,1009,IFC Films,Jarrad Paul,"actor,writer,producer"
2011-01-01,the looking glass,"drama,music",1,156,5.0,0.6,5.8,1711,300000,0,214,8.0,2,First Run…,Dorothy Tristan,"actress,writer"
2015-10-23,the looking glass,"drama,music",2,156,6.5,0.6,5.8,1711,300000,0,214,8.0,2,First Run…,Dorothy Tristan,"actress,writer"
2011-06-07,paranoia,"drama,thriller",2,33149,4.5,0.6,5.7,7388654,40000000,18,3528376,2.1,2459,Relativity,Joseph Finder,"writer,producer"
2013-08-16,paranoia,"drama,thriller",518,33149,5.7,7.7,5.7,7388654,40000000,18,3528376,2.1,2459,Relativity,Joseph Finder,"writer,producer"
2016-05-24,paranoia,"drama,thriller",1,33149,10.0,0.6,5.7,7388654,40000000,18,3528376,2.1,2459,Relativity,Joseph Finder,"writer,producer"
2011-05-03,sinister,"horror,mystery,thriller",8,198345,3.8,0.6,6.8,48086903,3000000,1602,18007634,2.7,2542,Lionsgate,Scott Derrickson,"writer,director,producer"
2012-10-12,sinister,"horror,mystery,thriller",2935,198345,6.8,13.1,6.8,48086903,3000000,1602,18007634,2.7,2542,Lionsgate,Scott Derrickson,"writer,director,producer"
2011-01-01,snitch,"action,drama,thriller",1,78142,1.0,0.6,6.5,42930462,15000000,286,13167607,3.3,2511,Lionsgate,Ric Roman Waugh,"stunts,writer,director"
2011-01-01,snitch,"action,drama,thriller",1,78142,1.0,0.6,6.5,42930462,850000,5050,13167607,3.3,2511,Lionsgate,Ric Roman Waugh,"stunts,writer,director"
2013-02-22,snitch,"action,drama,thriller",1493,78142,5.9,16.7,6.5,42930462,15000000,286,13167607,3.3,2511,Lionsgate,Ric Roman Waugh,"stunts,writer,director"
2013-02-22,snitch,"action,drama,thriller",1493,78142,5.9,16.7,6.5,42930462,850000,5050,13167607,3.3,2511,Lionsgate,Ric Roman Waugh,"stunts,writer,director"
2012-05-04,the avengers,"action,adventure,sci-fi",19673,1183655,7.6,50.3,8.1,623357910,225000000,277,207438708,3.0,4349,Walt Disney,Zak Penn,"writer,producer,actor"
2012-12-14,the hobbit an unexpected journey,"adventure,family,fantasy",12076,719629,7.2,26.9,7.9,303003568,250000000,121,84617303,3.6,4100,Warner Bros.,Peter Jackson,"producer,director,writer"
2012-01-13,beauty and the beast,"family,fantasy,musical",5730,238325,7.7,26.7,7.2,504014165,160000000,315,174750616,2.9,4210,Walt Disney,Stephen Chbosky,"writer,producer,director"
2014-06-09,beauty and the beast,"family,fantasy,musical",1272,238325,5.9,7.4,7.2,504014165,160000000,315,174750616,2.9,4210,Walt Disney,Stephen Chbosky,"writer,producer,director"
2017-03-17,beauty and the beast,"family,fantasy,musical",11023,238325,6.9,31.8,7.2,504014165,160000000,315,174750616,2.9,4210,Walt Disney,Stephen Chbosky,"writer,producer,director"
2012-07-20,the dark knight rises,"action,thriller",13933,1387769,7.7,26.2,8.4,448139099,275000000,162,160887295,2.8,4404,Warner Bros.,Bob Kane,"writer,miscellaneous,art_department"
2012-05-25,men in black 3,"action,adventure,comedy",6398,309879,6.4,26.2,6.8,179020854,215000000,83,54592779,3.3,4248,Sony Pict…,Lowell Cunningham,"writer,actor,camera_department"
2012-06-08,prometheus,"adventure,mystery,sci-fi",7384,538720,6.4,25.0,7.0,126477084,125000000,101,51050101,2.5,3442,20th Cent…,Damon Lindelof,"writer,producer,miscellaneous"
2012-07-04,the amazing spider-man,"action,adventure,sci-fi",10411,525632,6.5,24.4,7.0,262030663,220000000,119,62004688,4.2,4318,Sony Pict…,Steve Ditko,writer
2012-11-02,wreck-it ralph,"adventure,animation,comedy",7780,344496,7.3,23.0,7.7,189412677,165000000,114,49038712,3.9,3752,Walt Disney,John C. Reilly,"actor,writer,producer"
2012-05-18,battleship,"action,adventure,sci-fi",3240,225342,5.6,21.7,5.8,65233400,220000000,29,25534825,2.6,3702,Universal,Erich Hoeber,"writer,producer,actor"
2012-12-25,django unchained,"drama,western",15725,1211405,8.0,21.3,8.4,162805434,100000000,162,30122888,5.4,3012,Weinstein…,Quentin Tarantino,"writer,actor,producer"
2012-06-01,snow white and the huntsman,"action,adventure,drama",5258,258938,5.9,21.2,6.1,155136755,170000000,91,56217700,2.8,3777,Universal,Hossein Amini,"writer,producer,director"
2012-11-09,skyfall,"action,adventure,thriller",10441,592221,7.1,19.3,7.8,304360277,200000000,152,88364714,3.4,3526,Sony Pict…,Ian Fleming,"writer,miscellaneous"
2012-06-08,madagascar 3 europe's most wanted,"adventure,animation,comedy",3380,146858,6.5,18.7,6.8,216391482,145000000,149,60316738,3.6,4263,Paramount…,Noah Baumbach,"writer,director,producer"
2012-03-09,john carter,"action,adventure,sci-fi",3338,241792,6.1,18.5,6.6,73058679,275000000,26,30180188,2.4,3749,Walt Disney,Andrew Stanton,"writer,actor,producer"
2012-12-21,jack reacher,"action,crime,thriller",4155,284547,6.4,18.3,7.0,80070736,60000000,133,15210156,5.3,3352,Paramount…,Christopher McQuarrie,"writer,producer,director"
2012-08-10,the bourne legacy,"action,adventure,thriller",3630,268678,6.1,18.0,6.7,113203870,125000000,90,38142825,3.0,3753,Universal,Tony Gilroy,"producer,writer,director"
2012-07-13,ice age continental drift,"adventure,animation,comedy",4598,175601,6.3,17.5,6.6,161321843,95000000,169,46629259,3.5,3886,20th Cent…,Michael Berg,"writer,producer"
2012-08-03,total recall,"action,adventure,mystery",3486,228460,5.9,17.2,6.3,58877969,125000000,47,25577758,2.3,3601,Sony Pict…,Mark Bomback,"producer,writer"
2012-08-17,the expendables 2,"action,adventure,thriller",4219,277584,6.2,17.2,6.6,85028192,100000000,85,28591370,3.0,3355,Lionsgate,Sylvester Stallone,"actor,writer,producer"
2012-04-06,american reunion,comedy,2679,192250,6.2,17.2,6.7,56758835,50000000,113,21514080,2.6,3203,Universal,Adam Herz,"writer,producer,actor"
2012-09-28,looper,"action,crime,drama",6723,500595,6.8,16.8,7.4,66486205,30000000,221,20801552,3.2,2993,Sony Pict…,Rian Johnson,"director,writer,editor"
2012-10-04,taken 2,"action,thriller",4035,273106,6.2,16.1,6.3,139854287,45000000,310,49514769,2.8,3706,20th Cent…,Luc Besson,"writer,producer,director"
2012-10-12,argo,"biography,drama,thriller",5127,534683,7.2,15.8,7.7,136025503,44500000,305,19458109,7.0,3247,Warner Bros.,Chris Terrio,"writer,director,editor"
2012-05-11,dark shadows,"comedy,fantasy,horror",4197,229818,5.9,15.8,6.2,79727149,150000000,53,29685274,2.7,3755,Warner Bros.,John August,"writer,producer,soundtrack"
2012-04-16,safe,"action,crime,thriller",1248,96388,6.3,15.6,6.5,17142080,33000000,51,7892539,2.2,2271,Lionsgate,Boaz Yakin,"writer,director,producer"
2012-11-02,the man with the iron fists,action,573,58185,5.3,15.5,5.4,15634090,15000000,104,7910980,2.0,1872,Universal,Eli Roth,"producer,actor,writer"
2012-12-25,silver linings playbook,"comedy,drama,romance",7636,621018,7.1,15.4,7.7,132092958,21000000,629,443003,298.2,2809,Weinstein…,David O. Russell,"producer,director,writer"
2012-09-28,hotel transylvania,"animation,comedy,family",5013,204571,6.9,15.3,7.1,148313048,85000000,174,42522194,3.5,3384,Sony Pict…,Peter Baynham,"writer,actor,producer"
2012-09-21,the perks of being a wallflower,drama,5938,422671,7.8,15.1,8.0,17742948,13000000,136,228359,77.7,745,Lionsgate,Stephen Chbosky,"writer,producer,director"
2012-11-21,life of pi,"adventure,drama,fantasy",8723,535836,7.3,15.0,7.9,124987022,120000000,104,22451514,5.6,2946,20th Cent…,David Magee,writer
2012-03-29,wrath of the titans,"action,adventure,fantasy",2442,172330,5.6,15.0,5.7,83670083,150000000,55,33457188,2.5,3545,Warner Bros.,Greg Berlanti,"producer,writer,director"
2012-11-21,rise of the guardians,"action,adventure,animation",3697,145281,7.3,14.9,7.3,103412758,145000000,71,23773465,4.3,3672,Paramount…,William Joyce,"producer,writer,art_department"
2012-03-12,21 jump street,"action,comedy,crime",6527,477771,6.8,14.8,7.2,138447667,42000000,329,36302612,3.8,3148,Sony Pict…,Stephen J. Cannell,"writer,producer,actor"
2012-10-26,cloud atlas,"action,drama,mystery",4505,326473,6.8,14.7,7.4,27108272,102000000,26,9612247,2.8,2023,Warner Bros.,Tom Tykwer,"composer,writer,director"
2012-05-25,chernobyl diaries,"horror,mystery,thriller",842,60304,5.0,14.7,5.0,18119640,1000000,1811,7955307,2.3,2433,Warner Bros.,Shane Van Dyke,"actor,writer,director"
2012-10-05,frankenweenie,"animation,comedy,family",1685,89489,6.8,14.6,7.0,35287788,39000000,90,11412213,3.1,3005,Walt Disney,Tim Burton,"producer,miscellaneous,director"
2012-06-29,ted,"comedy,fantasy",7727,538367,6.3,14.5,6.9,218665740,50000000,437,54415205,4.0,3303,Universal,Seth MacFarlane,"writer,music_department,producer"
2012-02-10,journey 2 the mysterious island,"action,adventure,comedy",2152,83507,5.9,14.5,5.8,103860290,79000000,131,27335363,3.8,3500,Warner Bros.,Brian Gunn,"writer,producer,actor"
2012-12-19,zero dark thirty,"drama,thriller",2553,251072,6.9,14.2,7.4,95720716,52500000,182,417150,229.5,2946,Sony Pict…,Mark Boal,"writer,producer,director"
2012-03-23,the hunger games,"action,adventure,sci-fi",14587,795227,7.1,14.2,7.2,408010692,80000000,510,152535747,2.7,4137,Lionsgate,Gary Ross,"writer,producer,director"
2012-05-25,moonrise kingdom,"adventure,comedy,drama",3023,291750,7.7,14.1,7.8,45512466,16000000,284,522996,87.0,924,Focus Fea…,Wes Anderson,"writer,director,producer"
2012-11-21,red dawn,"action,sci-fi,thriller",849,69599,5.4,13.9,5.4,44806783,65000000,68,14276668,3.1,2781,Open Road,Carl Ellsworth,"writer,miscellaneous,actor"
2012-09-28,pitch perfect,"comedy,music,romance",4233,256565,7.3,13.9,7.2,65001093,17000000,382,5149433,12.6,2787,Universal,Kay Cannon,"producer,writer,miscellaneous"
2012-07-27,killer joe,"crime,drama,thriller",703,67842,6.5,13.7,6.7,1291645,10000000,12,37864,34.1,73,LD Distri…,Tracy Letts,"actor,writer,producer"
2012-06-29,magic mike,"comedy,drama",1850,123955,6.1,13.7,6.1,113721571,7000000,1624,39127170,2.9,3120,Warner Bros.,Reid Carolin,"producer,writer,executive"
2012-08-17,paranorman,"adventure,animation,comedy",1358,87250,6.8,13.3,7.0,56003051,60000000,93,14087050,4.0,3455,Focus Fea…,Chris Butler,"art_department,miscellaneous,writer"
2012-01-19,underworld awakening,"action,fantasy,horror",2588,138350,6.2,13.2,6.4,62321039,70000000,89,25306725,2.5,3078,Sony Pict…,Allison Burnett,"writer,producer,director"
2012-09-21,dredd,"action,crime,sci-fi",2788,234616,6.7,13.2,7.1,13414714,45000000,29,6278491,2.1,2557,Lionsgate,Carlos Ezquerra,writer
2012-03-30,mirror mirror,"adventure,comedy,drama",2099,79510,5.8,13.2,5.6,64935167,85000000,76,18132085,3.6,3618,Relativity,Jason Keller,"writer,producer"
2012-03-30,mirror mirror,"fantasy,sci-fi,thriller",2099,13,5.8,13.2,5.8,64935167,85000000,76,18132085,3.6,3618,Relativity,Raven Thibodeaux,"miscellaneous,assistant_director,camera_department"
2012-09-21,end of watch,"action,crime,drama",1770,211308,7.3,13.2,7.6,41003371,15000000,273,13152683,3.1,2780,Open Road,David Ayer,"writer,director,producer"
2012-04-20,the lucky one,"drama,romance",2012,94359,6.9,13.1,6.5,60457138,25000000,241,22518358,2.7,3175,Warner Bros.,Nicholas Sparks,"writer,producer"
2012-02-10,safe house,"action,adventure,crime",1997,192655,6.4,13.1,6.8,126181630,85000000,148,40172720,3.1,3121,Universal,David Guggenheim,"writer,producer,miscellaneous"
2012-02-10,the vow,"drama,romance",2409,173629,7.1,13.0,6.8,125014030,30000000,416,41202458,3.0,3038,Sony Pict…,Jason Katims,"producer,writer,miscellaneous"
2012-09-14,the master,drama,1323,131365,7.1,12.8,7.1,16247159,37500000,43,736311,22.1,864,Weinstein…,Paul Thomas Anderson,"director,writer,producer"
2015-02-24,the master,drama,1,131365,4.0,0.6,7.1,16247159,37500000,43,736311,22.1,864,Weinstein…,Paul Thomas Anderson,"director,writer,producer"
2012-11-16,lincoln,"biography,drama,history",2261,228701,6.8,12.7,7.4,182207973,65000000,280,944308,193.0,2293,Walt Disney,Doris Kearns Goodwin,"miscellaneous,writer,actress"
2012-05-16,the dictator,comedy,3042,250976,6.0,12.6,6.4,59650222,65000000,91,17435092,3.4,3014,Paramount…,Sacha Baron Cohen,"actor,writer,producer"
2012-02-02,chronicle,"drama,sci-fi,thriller",3084,229258,6.7,12.6,7.1,64575175,12000000,538,22004098,2.9,2908,20th Cent…,Max Landis,"writer,producer,actor"
2012-06-22,abraham lincoln vampire hunter,"action,fantasy,horror",2009,142853,5.6,12.5,5.9,37519139,67500000,55,16306974,2.3,3109,20th Cent…,Seth Grahame-Smith,"writer,producer,director"
2012-08-24,premium rush,"action,crime,thriller",1244,105279,6.2,12.5,6.5,20275446,35000000,57,6030164,3.4,2255,Sony Pict…,John Kamps,"writer,actor"
2012-05-04,lol,"comedy,drama,romance",1810,51424,6.1,12.4,4.4,46000,11000000,0,46000,1.0,105,Lionsgate,Lisa Azuelos,"writer,producer,director"
2012-01-13,contraband,"action,crime,drama",1114,111709,6.2,12.4,6.5,66528000,25000000,266,24349815,2.7,2870,Universal,Óskar Jónasson,"writer,director,producer"
2012-05-18,what to expect when you're expecting,"comedy,drama,romance",1130,65890,5.9,12.3,5.7,41152203,37500000,109,10547068,3.9,3021,Lionsgate,Shauna Cross,"writer,casting_department,producer"
2012-02-24,act of valor,"action,adventure,drama",583,63787,6.3,12.2,6.5,70012847,12000000,583,24476632,2.9,3053,Relativity,Kurt Johnstad,"writer,producer,camera_department"
2012-08-29,lawless,"crime,drama",1660,214055,7.0,12.1,7.3,37397291,26000000,143,10001982,3.7,3138,Weinstein…,Nick Cave,"soundtrack,composer,actor"
2012-09-14,arbitrage,"drama,thriller",459,46774,6.2,12.1,6.6,7919574,12000000,65,2002165,4.0,256,Roadside …,Nicholas Jarecki,"writer,director,producer"
2012-02-17,this means war,"action,comedy,romance",2096,167438,6.0,12.0,6.3,54760791,65000000,84,17405930,3.1,3189,20th Cent…,Timothy Dowling,"actor,writer,miscellaneous"
2012-11-02,flight,"drama,thriller",3582,303009,6.7,11.7,7.3,93772375,31000000,302,24900566,3.8,2638,Paramount…,John Gatins,"actor,writer,producer"
2012-06-15,rock of ages,"comedy,drama,musical",686,69910,6.1,11.4,5.9,38518613,70000000,55,14437269,2.7,3470,Warner Bros.,Chris D'Arienzo,"writer,actor,director"
2012-08-03,diary of a wimpy kid dog days,"comedy,family",440,19571,6.2,11.4,6.3,49008662,22000000,222,14623599,3.4,3401,20th Cent…,Maya Forbes,"producer,writer,miscellaneous"
2012-11-30,killing them softly,"crime,thriller",1105,124086,6.0,11.3,6.2,14945541,15000000,99,6812900,2.2,2424,Weinstein…,Andrew Dominik,"director,writer,camera_department"
2012-04-13,lockout,"action,sci-fi,thriller",1004,89554,5.9,11.3,6.1,14326865,20000000,71,6231836,2.3,2335,Open Road,Luc Besson,"writer,producer,director"
2012-01-27,man on a ledge,"action,adventure,crime",1460,137507,6.3,11.3,6.6,18620000,42000000,44,8001932,2.3,2998,Lionsgate,Pablo F. Fenjves,"writer,producer"
2012-10-19,the first time,"comedy,drama,romance",1426,62589,7.0,11.2,6.9,22836,2000000,1,17061,1.3,19,Samuel Go…,Jonathan Kasdan,"actor,writer,director"
2012-09-01,the iceman,"biography,crime,drama",562,65571,6.5,11.2,6.9,1930282,10000000,19,87946,21.9,258,Alchemy,Jim Thebaut,"producer,director,writer"
2012-07-27,step up revolution,"drama,music,romance",1252,51295,6.8,10.9,6.5,35074677,33000000,106,11731708,3.0,2606,Lionsgate,Duane Adler,"writer,miscellaneous,producer"
